,DATE,WEEK,COUNTRY,PAYMENT_ID
383,19/08/2021,34,United Arab Emirates,6dc8bd7a2530a6cd83d78fe3d0e88c692880a3fbc24f89a96e2c822b86c9b04417cfb7b22bf7b2d501baa9f70625a1b97557a81a790d8b270d598b95a96ca31da50fbd4658198925da398b7d605fafd35fed83bab286ad636028a993f5ecb3ced83dba7b2e6986a3db00af0bfdc08a2c30bbb07948ccad59
1039,28/08/2021,35,Hong Kong,6da69ad901a5a540
283,17/08/2021,34,Ukraine,6d6abca3534e80ef
23,03/08/2021,32,Ireland,6d66a2092ebea92bf084bbd912719d486c59be5fe950b05e6328baa5a06a9ae2c1299eee4444a240ef1d922a6be8b885df41a3f9313c9fc50c3381d63e53a13001d6a57779b3a816bab591106b7d8a8a1b86b8ade64792b4f85e892ad71895dbdd53982f097ab6a2ae35bb501d69908cf9c79dcf475a9ea9b499883812fbb3b20b819e6f3b6c9f7c59cc80da83eaa05ed367bbf1dbb99713b1f0a29efcb0bf2a8e91a20d950e9459164ab37ada93aba54e9c9b2d870a8be41c0bbf7d93ea9de44a2ab5769392ba8d343788cfedaba5c193a89bfefaf297b95cd9a0c62b7db1104c4a9e788b3098fb7b07885f7d3581742878b2607799849a2cbdb35b
887,26/08/2021,35,Macao,6d308730bbb3b0ce
92,09/08/2021,33,Australia,6cff8f6c34789d8663c3a4c6706a8dae56c39feeb4b698ea4b2d9918ad1e902d89d5b2123d36a59b6503851c
920,26/08/2021,35,Trinidad and Tobago,6ce78d3205b484f8967a9893a6d585fc57c386c0ed769759
1201,30/08/2021,36,Jordan,6ce0b224ef3d98bca864ba6b709fbe9f
642,23/08/2021,35,Ecuador,6cd4990f790e954ec170a2c181ec8f426c24955a4a1183756991a889d8be93a9aa03ad7ac75e88cf
675,23/08/2021,35,Panama,6c92b16d630ca1a729959bdd921198c75ea1946480679122
663,23/08/2021,35,"Korea, Republic of",6c91a3b0c4e2b768b20191952d6dbb7e5.48E+362c6fad4233018398ebc4a5b8c1bfa0212db8b0e9
1210,30/08/2021,36,Mongolia,6c58a7fd
225,16/08/2021,34,Australia,6c49ac1acc70a051ccbe924cfb558ce80bbea8ed69db927b15088eb74de8b3b532c4af579d00a1d642a38d47d7c292a1f5928291b6eeb3eb946e9211f899a82c5e69ab57a7b58248
575,22/08/2021,35,Israel,6c49a6b74f439f32d095ba83043d82d085fca6e5d38098cef12886b4da759ee4cfd38b849ca39d03
120,11/08/2021,33,Ireland,6c289efb9485b73d1fbeb72a5fd48657ed2288a2c002b3e5ed438bf0a3d7834c5f7ab3945cc289ed223d960da5a0a09830598733dedcb712b140959563168ed066d7bdc07103ab63a03ebc275335ad094eabae22eb0bbe4a173a99c31cc7abbabc8bbcb1dff48365b450b58112b89249e503985675c4b78243f48573117ba5b7342b821af1feb3e34d9e9bedd012812891b888df18d98899973cb79afac0b24bb0999a5791299907019d96a17af394fb44649fcafdd6953d18a18d1e82ba83e9fda28c94a61390ad076fa086e811807d56f99a7e00c48ad86d1d97b6c718b72b72679b5dfcc69437dc588906f37facdf9d68bb9edf8fbd562023966dcc1d8e0845e2923334aca7bcec858b3b1853a15331b2997bdb86b50dad4fa5b466208022fa73a2e89b148fe009feb27526009b5925cab01d
809,25/08/2021,35,Panama,6c288b26fcfa8fc9ae4d9252438fa7b1891da696
968,27/08/2021,35,Japan,6c1a8fd508ca8829
1152,29/08/2021,36,Saudi Arabia,6bccb2ffc0da91a7b1eb89d315c89e99a7dca31e55748c577e83b781d258b3dc879694925df78fd25c56a7ae048ebc929c36bfdc3cb6829d7b8f98cfb86387addb48be75c2b2b40932fdaa2b8112a75de49c89ab902d99ed06e4b62c660a919fc5a8bf29fb1caa02f3d8b8661b1893939ff198783e86808ec8b197cbb2cfa13cab8b981f959cba45072e86230826b3257e9ca5d7c984ae7a825181ec5b7d8f27b2d994fc
626,23/08/2021,35,Australia,6bcca9629fa0b606dcaa88679a32a48ce08ea65d15a38c16e384af43951fa80f26a7963038518c632b05af266f2e81ebc066ad2ccc2498bfae7ea774caeab14eff9b8d5d2ba4b5c5303086d0610e95114bea9197765ab4f27f1eb23baac2a1603608bedcaaf2bc4a02c69ef83a9580e18d5e8da580d3a375bbae862d7ff3a099a0f28514db57a1b2243e8024c7edb6b32066b709f47b87ee806ca5c6c48b8c0f750a9f5725dfa817bff194a9ae75a0f0b940896899db869e3b0fb38d3e7ba838ddfa9f127e9ca87fb4bd8be0e8fc9b8c10ea8d1d89d6bd312f38883dcfe09e22168492985672a27889eb91cf23f19cbc14308fa5d528bd266605b1278440a4523fabad8e59dc9e5d6b5c91634531883b7f5eaa4899ac833fd82faa630a968e9724579cfd8c18af0b5e39aa03ae67939660609e9e9b8fb91a2e8a893ab238885b909e8aef74cb88ac2a5f8af849408ad227dda55f438998c8c947b6166942a5d9f803b7e30f688e407b85916f95149492870cb2939a69983733ff8d2726ca8b082af3be1294098c4c41f7830c19579f7cb74785874977a09c716ea5fed7b297536907bec8c9fe9d8661399b66457cb104a2f592bf4998b5ebe617bd8801dba96fc77a8a5aa783b5526bbbb87311bd8725ed91972bf1e1b6fc6b0a814386ec91195c8f882542818acb117c9bed75c5bceabd73a1c6e67282f8d5d6a528bef8a7c9f338894bfb4a88f9aaf58bb21949bd75e7668be21e44aa144f34adf704968b812cab9cb4eca1bdb8b40d9cd8066c90d8f9a88aefd371a5f9de218ac88115bd2910a3adfdf65caf301740982da86db1da8e608bf5dca0b8cb7ac4b3db3177b3835b63be8fe639bcc15bfda05862e789c17630a15c1cadb5341ccdaf434b2995ff57e5994691c39a987b849497594e8894cfc59dd19ce3b69274e88c7893ef9f2cead28fd1cca99f84ca4a878280e18d7790edbb607e1d88a03149bb2193e3b373eb129c7fb15395680d5d8601ea39b8d41926af9c677398545a8e84ac0a7cbf58781f94da66fd9909e4d59c65d3338a2c4051a3cf782fabef0ab6bd4e3ee0992d642daab9929dbe0fea089e5f8298a1aa8f4da55231beb975c485a3941bd8a5997e299bab205482b9c9b0973a853ea3a324ee8da3d6b28b4a7304bed313b898d3
1200,30/08/2021,36,Japan,6ba9bd5611aaa211f64eb076e96fbdcbdc77828106948fa718ecb4d4
688,23/08/2021,35,Spain,6b8ab5ea26d993aa82c9bfd037cab358b7bf993cddd19e633a699ab1d25f91351ceeb41114c2aa21cef0bb5889518f485554b92cdbe8aece7d7b81c33b209cd0e227ab72bd86a771744eb769168d8322a04eb09b3c26acadb4cba25e0e6b9338671b847022dd947cb91398d251678630322da1a573b396c627179aa22705970988c6ae61aebe9e96afe5a3a3b9b2b2ca62cd99b8503e85f3970baf390bfa9bbf4a5ab43044509c43d57e9f32d196bb0472ecbbdced10a42239bf8fd26c95be5858fbafb7c2989b930b34bb5bcdb3b09a652cb39801d09777cb089881eb2e99ec1f459d3d53eda7491fff8df7fce284f6232a81a18db1a3cc7c329722bdbf8bdfc2efb8d646e9afbfdb4f8e337aba91944c978a3348b6ac7357708665e937bb90a95093316f0cae4b0b088484a757ac054c58bff434d4872c7169affda1cb8f4ab055b2d2d36f855ad0d4a21c847fa8fa51c69552b6aa9e402193914009e8b1df26568ebd8504b2ed6872a045e1f29305146fa7f80505880a252cbfcf02b19d547d1ca1a30d9da3155bac8de7
447,20/08/2021,34,Romania,6b73a003
64,06/08/2021,32,Sweden,6b4b9009df37b40ca73c8ea77657adfe8420ab17170488cd6e4f871a66e989165c558a0c
1187,30/08/2021,36,Germany,6b2da9bf3f0e8774f1fabde11aa5ba5c5c0fa2b74dd2a56a8202a4e9a3cbb1b73dc8bfd79a3f96da1f9191f19c57b9b81a7f9151b2479c9fa865b0b2d71b807bcb59ad769287b8812cd287192a8b97550e248b27293dbec61584b47c915ab3f17a00ba7e3b2f8f0f09e7b01081aca18dcafc95a6e8b787975b11a9300b8c8b5ff6c98eb85579a519e6b387280c06b9710ba3a9ff9171bb2b0ea7bb6c1aca83ef5c04bd4bf0e6ba306dc496ecb18f9ac2f585a5dca813b97ea19dbf0000b6b18b29d0a41274cca7cf8292b94cc260843679389b0881dd8be2cd3a94da989391761492a871d36cad160a8bb5623caf8a22f8d1a670cba28c8eda3590844ef09cd42.87E+136c81903674f2add63442b7cde441b47a04ffb7be8c5a92df7272a1133cf8bad2f59982d0da25891b228aa71439bdac04f064a3d53fd389bac551a484c1969f5426339b868e0292e355e1a2e29c69b467a4868d48124eb8209a38851cdb8fb71e74359153ad469d4c8fadb4b9ff4c9ae55b9497bfc7209817a4fe92e503c4808599e5824f77b4b28ee48385f56d3ba610ed419aed63d3812b5c088f096fe48c0bc0be8efe01a4b85107dea48cae83b8acf89d9fc38af0a63b03fdaca6d23d8126c85a87d3213fb4bd0fae81dac359822eb5178491ba40b48ff6beb0373a4ab3f055a0abb88e67bf553a4a8a6238389f279b70a078e4889ee757329411f16c9d9a02558f1c3b5c8772bc3ba183ba12ba5a7d23812e117a80e3333bbe7cbcd596147885b4e6cdb189af4b96b2d2ea1ca590b78698cbf00bb05df79ebcbfeaebbe97c482a5b49c118a9c2b1d9dc60e04884891cfa927d13495e2981c9ad17490808fc2a2aeb34337894e71ef824f6c19bd944e11bbc77f05945b1be681ac471192b1961796cef52dafa12fbdaa263b2d981bec3e95e09c6f92fb1e3ba9ec0b9a9aca44d7bc661039a18a92e58640bab497b93ebeb8d53caa8f1fa2b198256a42aef308d09e1c20148b4804d6b33523fd86958adbbef0d00782ce1f759474e4479ad4260db16a4eed849b186b954929d8bb8329dc9051df0682fbc283abe90b8db8fc06b28af9b265aa371d1688c8bb3997047979afec71d998ba375f9a1c5e6d85191a7094c96fcaa50420d09d14af349b4d9302931d7921bcdb1cf8b0b6b06ba7d771308bd02098b7c62b7580b81d998c4b1549919fd6ab8ba6bb74b8d237848654f0abb21211a7bb66df59bff6249aa49a936e966b5de2b0606b648faa1af6a58c5e9f8059891a8466b98ebb6c7d40822f57ef887e9.09E+094ef093561add945251539b7153b4807db19e95758dd68d118519aaf1be459f75d37a8e21b0c7839cb3a9bc025d47bd505e85a6339160917d08d1be19c02bb95784b3a4db74b1bfbafde88bb1cb3eb867f4e8967843f3ae0d97f59219032bbf118284b39b36bba75aec169718a1b89a15c3df878085e1bd16a0f5803776d390bfd09a86bdeb3998e36bd6bfb50f7fb713084080a85edc86dc4267844a26cfb5e4314891968ba787aa9613b2b28985b6f29d869287d36ca61f9418bc2cdba88085428d88285a21a522aa7b8587cab7ac11b4c489f26aa8bb01db65bda0d87db13dfeb0b2e9238c8ae1e9b9bb2e063f8cf7594b9593d284ae21f6348332a7c9ba8d3281b88742ceaafef83d897ac446be7af1cc8fdf4.38E+46795f986f8c52b796c810800b8d4daca5b25aacae3ea8a6518e329bfd60cd943f410829622a48d2a57bda52639578a3eed05a3feb8d6a68c42cfa42e3dcb92def718ab03c5a0a2fb99f9b724c744b50076ec844e184ca95424f2ae9bf9689bd80cc2b4368892802489a9906df62aac7fe20782614a17a1fd6b88a4218051b39168e3843bfd69bc92656fa403c9508599c5e59b43cf8784c9122bb7af2141b3526c13b78c2c53a8059ca6b85a243e9283971e8e5ecb59896fdc3cb5558ca2b505405bafd4dd899b601666ad154d5c8438d72885068c81be87978f9f5c08ea8b2492e3a1e712c999431439a54382e4bf97e76083458573a266d3319c169d89a68b2e029fa5ff11a73ead81beb9ecfca671e911b26b521cafc0a80a80c755259b40242691108b849f573924a7564193990083995040c32a9f465691532e43aad77e61b2d4a916b71e05e2a7628cf4b7aa55cc83b8efd4908b8ab2a4074c6196ffea13906d775d8e322a52ae416898b67ce89db398d593a36066b1a10b0f039a96b421ba69b34fbadc7d3d949eaabd99056fff923c5a0bbf6bd040b6b53d489174b62fbdbc61059620807c9e3249639a113b6aaae0f042817f9b9aad266e37a035134fb61751d693d2d723ae63781fb767145ea982f58da28fb5e9b9c5b858b9eb60ccad576dfea6098569a89f49e28fbab5cd86ef1455a3e6fe388aaeb130a1963a34ad7b7466bf3c285fb2269081a4191e27872d54e784e6523e817eed81806d5d2c90389ba8aff9a60e8430fb5f96aa81c7acc27ac68fe9d5ddab0da90a9ec810f2826741d7a7b2f6838eefedb69a264dd9938d4bbfa6ee03bd9998d11a9965225a993b67ec963f46ec8b3af759bb2ef1e19d479432ac7198d59acd118cbb6db4979c7a56edb65cb9749b404d4e83c8cc5184e5ebf1a2fc767ebe484a65ac1f8b99a2bd8687a93b58828b0300d08e5d86cbac5c23e782ccfa62b04c57f8860bfccb8cf8c3c4a7de709cb098c6bab530f4af883b0d9a91c01c5aa7e32d4abb7abd009312d1d18120939d996f3ecc917dffa99725bfeaab71a4b8b3957fdc98aff49c867d02d0a75187349437ee3fa9296d28bc50911c94824edd89a4a3eab4be3bf79da03e8eb3ff74b7b1d1a1faa1c1152e87be7cdab29e5efa947f9f4aa19ef75ab5729f2aae6c08ef8aa7da9081e85e21bcd695108d494e78b00f3fa587e88e80a5b1118da9fa6ece91788647a688c431be1a0a4a924ab1218ebc566e80ff052195aa3b31915a72bbb573dbc580b6c2cfa284e103b9e64a759372f183b352ea79a82e323aa015b5a38376d594ac32cbea97f5ca30b5ae683bad8c3738ba3e4600832e39cda62e5e0a94021b81b0c6bddaa62bcb8792b2c971abd2702ebd589eee9ee743d990ebcab6b75663ddac4b961f8f27b850ace3bcec855d75d494351b8a82b8ccdb9be28a12b1099fa7a80685d2bfd634dbbb705529a5ff45c2bf4d8acb960fbacdb29d4ccf91387344a6ce16f08860a0e59c7a25d99c7e8907bc075247aa4ef6e682e22d4292245ed7a6667cb49c7af5669d2e929f9f8624008ab68dd48fa942efaeaabfd2a340b2db800cd558af3745bd9aae93e1a5a3f043b9883aa29e3e722abb40447c828a9298a01c8359956ed6ebb8cce8b4bc5dfe9ca026d02caa16da6d98a4427595f4255ba046b5df9052f65d8656de3b96a83866804ee16789edaffeb190feb597b9b43f8d7ed813992ee31e80e4bdf991e316a1bba0eab6a4f4ef088a3492dab4f1f99c8e6c453ba6ef3010bc538be4be315d14ba6abc548fb99240abedb387940d09538d5d015a9f38ca689e95ff4d933da5cca209d22899eee120a1ab739987fef6dba6e330a7aa947eaca6327e39bdc1c3f1b9ada7af93c70bcfa2e2a93aa2a329448418957c8cad9415a64485398ac7d97695ca720b9195cb1da232852f95eecc968d41fc1fba9136c794df9fb09b316cb9b329d973b0e33092b0256531aacc3cfeb16adca29831b16fb478b950bbe578b3b1336e00ab72e956a9da92e691556e10bf5ba8f590029d27ab98cc6e8e1232629c6a3bd2a60506a5b98367618c7163a9bb055f89a676e820b352b6f881e606479c2df382b8d2384d9f680f1594bb2dc984e72db3ae2a0013ad62330e982aadb29ac936199c1243b485d213daaefadfa69b603831a53727308846c347924a510897fcd5d89d98ac7ba32422df8caf0667931f4209bbc3230883cfc6358c735ae0b0af5bb3aaa8438b92b7c8ccb9f1dd219e298a7eb389df5f847a9b5195419594a839d45e8cc368c689188e2eb69b3747a88c0d0ebf3244e69f15cff2b1ece0f4bfd2b0bbaff81b388378daafa0354d41ab786ff887b9ac9f9c4ae8838e3c29d1b7558e7cbf3bb026a1fd99bdaa4e8f77b8599.13E+30b87e850f660a8df70b6da17f3d1bbdbac162b1225f3eb21e4a5ca80c3ff6becf51debc457442ac81583c8ae6a490bfa6ba8aa81035efb34e4.98E+12abfc8743b87e805135e8bdebd735957952cdb4811186ae9646f2ae113ba78641e454a676a38bae4480bdb7e87d50b4008847a903a7ecbd23289c93d54a1789abd713a1049040b44bfc7a916532209ba2865a8443c598a974dbb0a4c7b7bea1ddad64a25e94c9a1b1e91996c41e07b3ed2e25973f4e21bfdc045b8bfd8f1980c9062fadd750e1a813c8c7b76bd0a98e16e1beabaa8a4d93a5b2e3926597a0a3c27f06a93a4515a0c0287095f742ccb3c912f5a57bd23d9457eb22b48efaff937d9e338c988f5982736f0fa74484dfa27567198881bcdbf3d04d481c6062c9184eacfbdfa87c4b1b7231696ad521da48e2df38cbefd2f8154693494a79a439f06435586d56b60895447d98d98a27fa7846d929a2e0519b7c0ed02b6a1ae028701f959810f76debbf7721ab762ea6085bb5798ae6eb775a569d44ebaff1344aa9f6415b0cac788ba8d9ac1bbac26a38209f1b38ad75a79a18e9e8a9aba6aa68defc920a07bf70da9019ed182b5d99390dcca77bf22db5d98a4ef5ca9b23e22a6ab119b8375c7dca06b45b2ac80337b9be0534da9030897be77acabb12ac112a7d068e598119db6a87490608b7cd46eb7b3da438f5498c590242cea8839d91491ae0c0e8d03d6fcbf5bda37865eed338ecb599e9f3c84db8496ab43baa355fab2e012bf872c5b038ad13b8fbcfabbb39cb3cdb899d71d41923f703a839cc017be2d505385618ae19c1427e9a08ed3e7819bad9cb5160d2c87f0a6469f92e0958bc32cd2ab8adcdc933a35c08d9e9ad8a7c51b37bef85ddabdf8ffd592cfbde0988c5b869af4aeb9b71639a498e6c2628e6e99a9bed706278ebfbf619cb58c269c3062eda5eb6b4c8650569988cb3af297ad1a3eb670e4c7801621dab39ff306ba5788a49ea426ccb9cd4dff8089d612be749af4a9135c48a46517b39d6cb9aaa34433a0badafee8b9e227909b78e01192a647faaa85247abec108ac82c6c546a914e70780d59346a97b8e2ba9730addb0e3616d834620258dd051b7a6d05646aba4fbcbb10b797386ce85b5bc1d042782dc9d849807d81c8dde4cf0ac6d2431ae9f1a35a88359ea83672.39E+442c4cb050feae9ede6868919c306abbcdb983a5d1bc1082624ba3bbc8c9afb83c8bd0b7b066278ede3154944a94f3a7ccfb269e5c8fa3af4a9ac58f6328d7888fb61d94f2a67692291a31a76655e29138920a8fc6530cac809f85a09e8155b456cb24883b49cd8c8a7cf1adcfc5dca75bef3fab16f8e2b3fbdf208107a049a4f2008aa2687b28be9d90f5884e229db881b3c5a999dbfa900e8061ae9363b2a9e1e4e9b010b3a9a9754a0bb0b77f9f9648c183a9434f6aa7a01156a906020db6242a3caf8fb0768b6d7aedb0480947a0e41b24bd85c8dfad1dc0a3aeb3da3dac3fe07797b15a28a7abfce0b147e32c931fe0c491c662a596774ce9bdfbf9998dda6b7bbc3f0f86b5f477138101eeed8cae2adebeefd280a85ac970b3e1e8289a37baba9212e4048a873c32a8e788e1b7d869ccbc75b5768732ab2eb8924415a6dbcfd9b801b996817cebc3a489421196b20b10a0c60c99864e64118eccb07196e4241e852a46479707adbba358b5bf9a03b4e789b33.24E+06b794be66a0f8bbd8ef0689aa89fb846fd61f91ba63d5aba504ecb015cbd6bdedcc23b52ee9bebe110f0091ad907cb046ad04ace43450ad10f0579e94d1c2b2af3f1e96b54b519dbc495eba4aeed3a0c882108589602189cd6068881bd9fd9e1068c284814388805b3a4bad461cfa952d8e6f87aa2263826808b2b21205f6b98d1fba961f1d14b99b9e87ac067eafb2974e86bb63353d8d1e12ecbe45a22283c067b1b3d9436d94f32e69a39605f28cd8f641b2c7e93e917ebd848d4f2c29949416e586749aa88b52582e92e48aa4a1e35d7e80a05ef9b1b71e619bfc0c37b6fbfcac8aaae69aaf836c2a9de264efa6ec6e03a87ac8f58bb9321fa24f6deabd3ac3ae8a6d8523aa44c507a287012d81f890eca03f1fb8862120d79387ed28b788a660ae1249abb525e30aa1b641d2a9055648a390552aa393027fb581abd9a384de8590a248349ab630d3bd5cb3e78c4ee46a8f8ce4c6bd8070a18a1962488d20a761a1014352bb712918a9dc505baaffdf0a922ce6378191e02493c5a5f9b30bf433bb321a49a4569bceb1d9bd708f2bae87a261eb09b82a4b90adc2ce6c9e865853bdad83c097ceccd4adb83e6bbc442776a841f59ba5620bf791315d62b7cfdd2090080debb28478f9a8f7d086bba1b710aa278c22be1718048154c0af89b8970f8d6553c7b5c731538a567fc0ab46311da7ce7dbfb9b12a2783292a30b7b18ec4950fb64aa861385b88e1e7d29733668a81d3ae2d9a947ffda480e5eba363b947a6b1837f910922ada399a365bd3ac313a5d523fbbc3aa2f49265b9d68bbee4e3af522c1793a9b8fb811bd2b0a5d50672923abd9b90c24a9db026e9b1bddd923fb33a8c019b728.52E+37e4d4b9259b86b6f7cdaea7f89038977efb2a93e34c48a1c94631bd76e5b196f38545b4a0ae4598754c689879c9548c0da5dbb9ace84c8490a24095237f00b2999cbfb072b769bbee7fb2b9e2e65594fac2f6ae0f63888e6af994b74fc44abe64ed7db61297fa918033bdb9a2207b9a7fcfc5b7e27cc28b1a203f9c96afb69f128c63afd7aeb6a27a256c976fe18ca696339da73829cbaa8de84192ebb211a9658d60a30d13a698f4b4ff8bd43740a78e9fe8b8deb66684fc47c5922a793bb886ff95b878d394892e372a85fa5d438b89cc069101c052bacfabd6a3d108c192112114a04ee7d59cf587d1bcafcfbeb53db12f84aa40619a9e59f89a4ea254b0b12808ab283bf8814cb05ca003c159bbed3edb9e59e0ea8732b844be13853792f6fcb2ac0423c89be720748796d48a81cd67eba19987c286a475b29c13c1eaaf855927ad2a5f2595c53c428d45c1f9a818adad81f5ffeeb570cb94af04d87a83a2c8f98a36b1a798f7053aa0aa2d19ba80ef50b55f0cf78eeee5b5b73c4473a632b7c086a55ecab18c49e2b0191372bd9c13a68f9d4.63E+801f53a54b7179aafc7a2fa3770f489a9b7878b626943f9019e6fca9c5e7ecad69b42e810ccf3cac12adf7b27d6b10a67b52f98d9b27d19c3715d7bfb31da6840ccbf3b53668ce8a92e72aa03231eab1bbe4589e93da7fb364d934b3c4af369ac24d1cad2d700aa16c8b8d89fc575a819d6d4e8f8c1b8b9c08accb90d01c7a93d5847cb2603db69098bd42b1277a28a704661b99991c6e961b70d2a6754795b6ca80dcab0b82d6a8c4bd0f85e27f458ba8684ba8b0797b9b1d30758740708d9a8749278a8ea29a97d8a998bdbdcb759452c0d7a24838d7a22e3b7ab4ba4b538ab1f84cb02783efad4c983c81f4289da0b3e122bc3227858529219ca49368f58a8e9a41a6df0c8682495a2fb35cca91a40865bf93eae3f681eff163a355f3e8b5a64219896ba85fa62c52f8928c9.73E+06dadeabdaea908b0c480899b0d7218834f619a14ddae2b0dddb938138a9d29113193cbaf93ab18bf416ada4fc4035bd7c8a1087d91216b79f86068dbb4cef9d4883c38fe2a5e0bc0cee6b9bcca90bac83841d8e19c088aca4e5d9867f96b0b821d5faa1e25699673a3e28f88218eba9e4523941b13248db80ebe8746ddc2bee6a5fc9d70580585a9b76ca68b43348b64a777b45857659fdac759a3022c22993bea71b54173f085f6321086d07857be4da65dbe5b6db4aff09619630cd518414d95fb2f04e77be8410c08676be348e79992db1842d88bc42e943a4952e2488902db69f81c850a8649ba897f8780fb329a30094a9a256b3bbf449b3bf744084dc96a4a153253785c10864aa5827158928706c8462d8f29d9957ba915bdd20bf831f7380494d53a2760df2812cbeae803ce88d8f70c4d6803ec64ba2af04aebd477571a2e6570199b0a43789f1fd0c942df631b3caff588c70de9cb4c14d61a9491b01bd1c2aada015a62783934e6faa6b2729a28f87598e6f8b8681849dd99721e0339e195d8eb4cae7298d6877d091d01f58b7f34ccf8a0214c98a4d5.17E+134e64bddb5bcda88e7a168cbad54fba10962d94e59e71b2d9112aa3c73054a360d210869710b7bf9d1cd7947cd171b19de8b8b3204d28824cb9ff9f615ce4ad9361ce9d28bcd682e3f0be910444ba8d0971cbae070e7d8921fab38bd1f5c083b9e3b697988291b4af9c149d2f5ff399419451ad6e9e0eb4865edebd439fd494f4db33a28476b79556653ebc3f3977a7f81a5687ecf78f8e5ffe279980efe5ab5e42a3985d99df9fa4923babaa12889a84d65596671c0fb80de8d8b7310d14856da64897999949979f4ff5a870deb0b7e63a4489305a679415defc8f3bbb3fb5437a40ae2cb12d8e1c9908a625d2c28f6d54a7aa0d36aca80aba5cb73600809a7f6a2a89eac1fb95a3e6ff8ebd43bcb89bfdb2aa26e0129d10954f9beb7a86a5d2c2688c3125649acac24f8337d497bc395d8b891196fe8d31ff739463202d989be416b7e51057b9eaabefb1dd1d748f571b3282250fca98fcc25e94817bbe94a4bc3f943f9137bc886196b86894c58b8c4c84a5f72f18a6c7c9cca9eeae15a5b72e5aae1ae308a60a012bb229228f81db285085553c078e535e828c88f4e0ae54daa88ae81951af76bb599ebcbebe90c29591a486aa9aace235c3b9f67e44a76ae9a4afc8f539b7eac3fe8c280270afb3ebef9fd9c90b8953ddc8b9122ff5af6bafbc814ce1e3a00c79f4bdaa5355877126528ad581fc90dd4be0a470905f909dd38098ce2cf488c13d8f828d0b2aaef0cd5a9de5a40ca405b947b2e6c680b30582acae385c3abe490e2584d780aebbfb2d58a4f5cd4fb0eb10189a542d1caf3054358b7d7abba8456bf190d82af8b38454db98c88b55b6b88e11a3a8c6ad8642c53e9ad216edb624edd2afdddb69a1f2fd329477a0df97559a03a6069cf8965f67fb9daa4c2a99a3d8568ffef68f8e36ec20aa4f4299a34df2bcaaf9b0cab957a23998df29338211abdba906caefb5228320944a60f48b8a02a29bb10c15a7bab55bb56ec54dafa8f237878be288b2e765ee9a1f9096bc43b5f9ae8c6689b07f780ba04738f0bfd635bc9c128318b0437a809938a714a6ec94485652f32a9cc17b1baae8f4ab86f22eaa9fb92afbf00bd36b8efb9e48d9511ac8bf93076bfa715d88df78e279be6fafd9916a4cc8ae69c3da971df40a28c05d3846b013d8df88d43877d97b5a1a15f61ba3668ce9c8cd827a44c0a2db9cd3260aeed7384b8c8410eb455aebba5b1ac68a4ce3e5d891fa64aae6dcc759780ddb78ce4bf7e915b1a7bb4d67925ad194be1b513cacfaf9e39dfb394251f99bbe7fdbc433fd8a0cdaa1890b1ecc7b16145bc8e7b1b748c0e64ca95aa1cf9bb8430308f7bdfadaa1c7b81b61d64a6baa1885880f57645976f573ab6b88c158b19533380dbf329b1d600c294afefdebad6a870b9d02e6baaaa5512acd51c9fa0247d8e9ad6a5be9711fcaf8138e7c784a98abf91adeb9181aebbf3957b5680839ca2de9fd39b78b1f027f2bbabf6d0ae687fbaaf7283cea32fd4aba5fc69bdb91fc13d84dc18dc817045d09c8309529d83eb0c86ba1daa9f1f888f84dde5bab68eb55e99e9527d837751bb8982da7798f31884a25d3648980155d6903295b7be7bd16da63e4d3ab19d80539709d14180d727419021b04aa2d60596b947c1c29deb048f845dc9c49d5c787aa2809a5f95abe0aab42235b99c12c8859d7fd2759cb1ae859dd4917b8c2debb1af45818f9764955fbdc93febb129a6f49b192cc0af60d3189bcc0e39b12ec358adeb8ce4ad25a6d681da2335af657c7588e6154fbf129f56875b0beaba05e048bcb3a1a284cad69a9b64f7c4a52b786a8f65b067b461fa76a4473db0b433
142,13/08/2021,33,Canada,6af593ff
30,03/08/2021,32,United States of America,6ac1985b1d219913c8eb859f1527ba0dcd2ca72463aa9555da48a61d33ce9034e14687b1096095bc86909780977f9c3fe1648d8ffbd39c67fbce95fc2ab893ef4830bc691e3eb82bbe8a9ffffe50845fc5218cb8f6e2a7992408be880846a28e3b5c92eb680fa85f565bb973aaa9b23a25da848bf82da18b309991bd62d48c08c59cb930b426abb3857594f1cc649429dd68a25b75d592c23bdfa41a1074b2fa3fd7a88bb1e8a6c12e75827c68cfaebf61f5be86efa289f9e81580625313a1be911ea0cdc5888cce2301aa6e94368228775aa1476adfa395efe98f682074a5f15af3bf0e8a26aba0bf0eb05e891494eaaa40bf13a8c791f6f6b79a118995a95afb7bb9414272aa512d599be1f451954bfd5884074a3bb731d77b993d2de78485d6ef89e671378c84108193eba2d9b7aaa9528f2e1f818c24c5328fe8d8539624d2b3bba5c6b7998f7a26b986ed9eb1d5f64787868cb7a2b5bb5c9570f2afab5b8d24a3d26f1b895ae0c09ec500df9156df15bc2885e2af119e799ce9a411ac4290438e4affd7b2dc
421,20/08/2021,34,Italy,6a9f91208a408c12c639acdc984ab4b67a21bb12914a8fc63dffa42e420abb25c7368bcfa71b9b8662f59f07dea28896c81e90b90b5aa28c50cf973a0ede84960f23aa0e2763bb2d844f8ad0ac24bd32f8629f73c7cabc77e752a0307f00b97e0248bbf52d7086384756aec3a02e912a213cbb6a9e6f81cfa5edb758e9b78767b6dface57e3cb7d962cb8a9159aba01aa132b09202bab769
